211,59660,
404,59660,
230,59660,
467,59660,
47,59660,
426,59660,
425,59660,
224,59660,
763,59660,
625,59660,
340,59660,
464,59660,
740,59660,
182,59660,
588,59660,
397,59660,
262,59660,
431,59660,
591,59660,
219,59660,
448,59660,
495,59660,
414,59660,
600,59660,
623,59660,
271,59660,
252,324,
85,324,
578,324,
74,324,
128,24037,
608,24037,
118,24037,
648,24037,
161,24037,
726,24037,
762,24037,
684,24037,
57,24037,
326,24037,
53,24037,
664,24037,
542,24037,
624,24037,
744,24037,
399,24037,
307,24037,
400,24037,
229,24037,
714,24037,
662,24037,
606,24037,
464,24037,
706,24037,
332,24037,
190,24037,
137,324,
69,324,
119,324,
772,324,
740,324,R
475,324,
269,324,
123,324,
372,324,
337,324,
6,324,
617,324,
503,324,
652,324,
588,24037,R
512,24037,
80,24037,
397,24037,R
767,24037,
98,24037,
171,24037,
319,324,
255,324,
634,324,
317,324,
332,324,R
745,324,
416,324,
160,324,
31,324,
393,324,
576,324,
10,324,
596,324,
295,324,
571,324,
489,324,
540,324,
356,324,
488,324,
705,324,
643,324,
153,324,
686,324,
149,324,
124,324,
86,324,
754,324,
729,324,
111,324,
525,324,
563,324,
204,324,
134,324,
178,324,
459,324,
534,324,
607,324,
282,324,
573,324,
506,324,
409,324,
391,324,
234,324,
706,324,R
586,324,
590,324,
503,324,R
235,324,
57,324,R
74,324,R
432,324,
389,324,
290,324,
354,324,519,27850,
612,27850,
433,27850,
210,27850,
750,27850,
657,27850,
762,27850,
211,27850,
18,27850,
72,27850,
535,27850,
107,27850,
449,27850,
25,27850,
488,27850,
316,27850,
603,27850,
259,27850,
395,27850,
694,27850,
520,27850,
419,27850,
337,27850,
685,27850,
183,27850,
637,27850,
421,324,
291,324,
457,324,
644,324,
32,0,
488,0,
515,324,
557,324,
453,324,
446,324,
639,0,
82,78482,
640,78482,
196,78482,
772,78482,
659,78482,
38,78482,
521,78482,
586,78482,
68,78482,
266,78482,
288,78482,
71,78482,
10,78482,
530,78482,
173,78482,
334,78482,
743,78482,
620,78482,
310,78482,
136,78482,
561,78482,
351,78482,
12,78482,
661,78482,
470,78482,
107,78482,
14,0,
168,0,
7,90855,
225,90855,
564,90855,
696,90855,
216,90855,
51,90855,
162,90855,
23,90855,
319,90855,
396,90855,
243,90855,
709,90855,
601,90855,
410,90855,
265,90855,
507,90855,
486,90855,
146,90855,
512,90855,
628,90855,
682,90855,
492,90855,
136,90855,
295,90855,
141,90855,
127,90855,
669,0,
717,27969,
18,27969,
175,27969,
198,27969,
124,27969,
206,27969,
676,27969,
747,27969,
209,27969,
314,27969,
721,27969,
207,27969,
185,27969,
265,27969,
370,27969,
239,27969,
479,27969,
542,27969,
522,27969,
220,27969,
564,27969,
405,27969,
113,27969,
574,27969,
640,27969,
35,27969,
152,0,
414,3202,
267,3202,
106,3202,
424,3202,
4,3202,
167,3202,
157,3202,
734,3202,
649,3202,
71,3202,
518,3202,
671,3202,
255,3202,
155,3202,
701,3202,
32,3202,
531,3202,
541,3202,
727,3202,
527,3202,
513,3202,
239,3202,
638,3202,
168,3202,
225,3202,
309,3202,
279,324,
1001,324,
